Facility,Start Date,End Date,Region,State,Non-Add,Facility Type,Primary Facility,Center Area,Old Level,New Level,Class,Hours Of Ops,AT MIL,Oceanic,Arpt Ops,Instr Appr,Acft Handled,Instr Ops,Stage III/TCA,Seasonal,Classification
LUL:Laurel,------,Present,7,MS,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LUP:Kalaupapa,200107,Present,4,HI,No,F,HCF,HCF,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LUR:Cape Lisburne,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LVD:Level Island,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LVH:Lock Haven,------,Present,1,PA,No,F,ZNY,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LVK:Livermore Municipal,201110,Present,4,CA,Yes,E,NCT,ZOA,2,6,D,140,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
LVL:Lawrenceville/Brunswick,------,Present,1,VA,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LVM:Livingston,------,Present,S,MT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LVN:Minneapolis/Airlake,199609,Present,C,MN,Yes,F,M98,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LVS:Las Vegas Municipal,202002,Present,2,NM,No,F,ZAB,ZAB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LWB:Greenbrier Tower,201302,Present,1,WV,Yes,G,ZDC,ZDC,0,13,D,100,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LWC:Lawrence Municipal,199210,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LWD:Lamoni Muni Arpt,200112,Present,C,IA,Yes,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LWL:Wells Harriet Fields,------,Present,4,NV,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LWM:Lawrence Municipal,201302,Present,E,MA,Yes,G,A90,ZBW,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LWS:Lewiston/Nez Perce Cnty,201302,Present,S,ID,Yes,G,ZSE,ZSE,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LWT:Lewistown,------,Present,S,MT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LWV:Lawrenceville-Vincennes,199210,Present,C,IL,Yes,F,EVV,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LXL:Little Falls/Morrison Cty,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LXN:Lexington/J Kelly Field,199610,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LXT:Lee's Summit Municipal,199803,Present,3,MO,Yes,F,MCI,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LXV:Leadville/Lake County,199110,Present,S,CO,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LXY:Mexia/Limestone County,200002,Present,2,TX,Yes,F,ACT,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LYH:Lynchburg Regional,201302,Present,1,VA,Yes,G,ROA,ZDC,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
LYO:Lyons Rice County,199102,Present,3,KS,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
LZU:Lawrenceville/Gwinnett Cty,201302,Present,7,GA,Yes,G,A80,ZTL,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
M01:Memphis/Gen D Spain,202002,Present,7,TN,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M02:Dickson Municipal,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M03:Memphis TRACON,202002,Present,7,TN,No,A,M03,ZME,0,9,B,240,No,No,No,No,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
M04:Covington Municipal,202002,Present,7,TN,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M05:Caruthersville Memorial,202002,Present,3,MO,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M08:Bolivar-Hardeman County,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M09:Yazoo City,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M10:Columbia Hunter,------,Present,7,TN,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M16:Raymond/J Bell Williams,202002,Present,7,MS,Yes,F,JAN,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M17:Philadelphia Municipal,199810,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M18:Hope,------,Present,2,AR,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M19:Newport Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M21:Greenville/Muhlenberg Co,202002,Present,7,KY,Yes,F,EVV,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M22:Russellville Municipal,202002,Present,2,AL,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M25:Mayfield Graves,202002,Present,7,KY,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M29:Clifton,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M30:Vance Moyer,202002,Present,C,IL,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M32:Lake Village,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M33:Gallatin/Sumner Cnty Rgnl,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M34:Gilbertsville,202002,Present,7,KY,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M36:Frank Federer Memorial,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M37:Drew,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M38:Hazel Green,202002,Present,7,AL,Yes,F,HSV,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M39:Mena Intermountain Muni,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M40:Aberdeen/Monroe County,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M41:Holly Springs/Marshall Co,202002,Present,7,MS,Yes,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M43:Dexter,202002,Present,3,MO,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M49:Mills Memorial,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M51:Starkville/Oktibbeha,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M52:Lexington/F Wilkins,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M53:Humboldt,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M54:Lebanon Municipal,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M55:Vernon/Lamar County,202002,Present,7,AL,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M57:Rangeley Lake SPB,199807,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M58:Monett Municipal,199310,Present,3,MO,Yes,F,SGF,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M61:Cookeville Putnam County,202002,Present,7,TN,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M62:New Madrid,202002,Present,3,MO,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M67:Indianola,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M70:Pocahontas Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M73:Almyra Municipal,202002,Present,2,AR,Yes,F,LIT,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M78:Malvern Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M79:Rayville/Hooks Jr Memorial,199510,Present,2,LA,Yes,F,MLU,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M81:Lonoke/Smith's Strip,202002,Present,2,AR,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M82:Madison Cnty Executive,202002,Present,7,AL,Yes,F,HSV,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M83:West Point/McCharen Field,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M85:Gideon Memorial,202002,Present,3,MO,No,F,MEM,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M88:Nashville/Cornelia Fort,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M89:Arkadelphia Municipal,202002,Present,2,AR,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M91:Springfield/Robertson Cty,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M95:Fayette/R Arthur Field,202002,Present,7,AL,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
M98:Minneapolis TRACON,200701,Present,C,MN,No,A,M98,ZMP,5,11,B,240,No,No,No,Yes,No,Yes,Yes,No,"(2) TRACON, RAPCON, or CERAP"
M99:Benton/Saline County,202002,Present,2,AR,Yes,F,LIT,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAC:Macon/Smart Downtown,199704,Present,7,GA,Yes,F,M87,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAE:Madera Municipal,199610,Present,4,CA,Yes,F,FAT,ZOA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAF:Midland International,200902,Present,2,TX,No,B,MAF,ZFW,3,8,C,180,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MAI:Marianna Municipal,------,Present,7,FL,Yes,F,OZR,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAL:Malone-Dufort,------,Present,1,NY,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAO:Marion County,------,Present,7,SC,Yes,F,FLO,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAW:Malden,202002,Present,3,MO,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MAZ:Mayaguez,------,Present,7,PR,Yes,F,ZSU,ZSU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MBG:Mobridge Municipal,199310,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MBL:Manistee,------,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MBO:Madison/B Campbell Field,202002,Present,7,MS,Yes,F,JAN,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MBS:Saginaw/MBS International,201906,Present,C,MI,No,B,AZO,ZOB,3,6,T,170,No,No,Yes,Yes,No,No,No,No,(7) Towers with Radar
MBT:Murfreesboro Municipal,202002,Present,7,TN,Yes,F,BNA,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MBY:Moberly,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCB:Mccomb,------,Present,7,MS,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCD:Mackinac Island,199510,Present,C,MI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCE:Merced Muni/MacReady Fld,201302,Present,4,CA,Yes,F,NCT,ZOA,,13,,0,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCF:MacDill,------,Present,7,FL,Yes,F,TPA,ZMA,,,,170,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCG:McGrath,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCI:Kansas City International,200602,Present,3,MO,No,B,MCI,ZKC,4,9,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MCK:McCook Municipal,199110,Present,3,NE,No,F,ZDV,ZDV,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCN:Macon/Middle GA Regional,201302,Present,7,GA,Yes,G,A80,ZTL,0,13,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MCO:Orlando International,200902,Present,7,FL,Yes,C,F11,ZJX,5,11,B,240,No,No,Yes,No,No,No,No,No,(7) Towers with Radar
MCW:Mason City,------,Present,3,IA,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCX:Monticello/White County,199404,Present,C,IN,No,F,ZAU,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MCZ:Williamston/Martin Cnty,199210,Present,7,NC,No,F,ZDC,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MD26:Beltsville Shop Heliport,199710,Present,1,MD,Yes,F,BWI,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MD31:Forest Hill,199604,Present,1,MD,Yes,F,BWI,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MD46:Dayton/Glenair,199710,Present,1,MD,Yes,F,BWI,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MD50:Lusby/Chesapeake Ranch,199805,Present,1,MD,Yes,F,NHK,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MDA:Martindale AAF,------,Present,2,TX,Yes,F,RND,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MDD:Midland Airpark,199510,Present,2,TX,Yes,F,MAF,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MDH:Carbondale/Southern IL,201302,Present,C,IL,Yes,G,ZKC,ZKC,0,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MDN:Madison/Jefferson Proving,199610,Present,C,IN,Yes,F,C90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MDO:Middleton Island,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MDS:Madison Municipal,199310,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MDT:Harrisburg International,200809,Present,1,PA,No,B,MDT,ZNY,3,8,T,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MDW:Chicago Midway,200712,Present,C,IL,Yes,C,C90,ZAU,4,8,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
MDZ:Medford/Taylor County,198910,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MEB:Laurinburg-Maxton,198910,Present,7,NC,Yes,F,FAY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MEI:Meridian/Key Field,202002,Present,7,MS,Yes,G,NMM,ZME,0,0,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MEM:Memphis Tower,202002,Present,7,TN,Yes,C,M03,ZME,4,9,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(7) Towers with Radar
MER:Atwater/Castle AFB,201302,Present,4,CA,Yes,G,NCT,ZOA,,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MEY:Mapleton Municipal,199610,Present,3,IA,Yes,F,SUX,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MFD:Mansfield Lahm Municipal,200909,Present,C,OH,No,B,MFD,ZOB,2,5,D,170,No,No,Yes,Yes,No,Yes,No,No,(3) Combined TRACON & Tower with Radar
MFE:Mc Allen/Miller Int'l,201302,Present,2,TX,Yes,G,CRP,ZHU,0,13,D,180,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MFI:Marshfield,------,Present,C,WI,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MFR:Medford/Rogue Valley Int'l,201302,Present,S,OR,Yes,G,EUG,ZSE,0,13,D,150,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MFS:Marble Falls,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MFV:Melfa/Accomack County,200008,Present,1,VA,Yes,F,ORF,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MGC:Michigan City Municipal,199610,Present,C,IN,Yes,F,SBN,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MGE:Marietta/Dobbins Air Rsrv,200104,Present,7,GA,Yes,F,A80,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MGI:Matagorda Island AFB,------,Present,2,TX,No,F,ZHU,ZHU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MGJ:Montgomery/Orange County,199001,Present,1,NY,Yes,F,N90,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MGM:Montgomery Rgnl/Dannelly,200905,Present,7,AL,No,B,MGM,ZTL,3,7,T,170,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MGR:Moultrie,------,Present,7,GA,Yes,F,VAD,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MGW:Morgantown Municipal,201302,Present,1,WV,Yes,G,CKB,ZOB,0,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MGY:Dayton-Wright Brothers,199610,Present,C,OH,Yes,F,DAY,ZID,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MHE:Mitchell,------,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MHK:Manhattan,201302,Present,3,KS,Yes,G,ZKC,ZKC,,13,D,140,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MHL:Marshall Memorial Muni,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MHM:Minchumina,------,Present,5,AK,No,F,ZAN,ZAN,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MHP:Metter Municipal,199210,Present,7,GA,No,F,ZJX,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MHR:Sacramento/Mather,201302,Present,4,CA,Yes,G,NCT,ZOA,,13,D,240,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MHT:Manchester,201108,Present,E,NH,Yes,E,A90,ZBW,3,5,C,240,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
MI06:Bennington/Lee Field,199810,Present,C,MI,Yes,F,ZOB,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MI91:Wixom/T&M Co. Heliport,199810,Present,C,MI,Yes,F,D21,ZOB,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MIA:Miami International,200309,Present,7,FL,No,B,MIA,ZMA,5,12,B,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MIB:Minot AFB,199610,Present,C,ND,No,F,MIB,ZMP,,,,,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MIE:Muncie/Delaware County,201302,Present,C,IN,Yes,G,ZID,ZID,,13,D,160,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MIO:Miami Municipal,------,Present,2,OK,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MIT:Shafter/Minter Field,199310,Present,4,CA,Yes,F,BFL,ZLA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MIV:Millville Municipal,199610,Present,1,NJ,Yes,F,ACY,ZDC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MIW:Marshalltown Municipal,198910,Present,3,IA,Yes,F,ALO,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MJQ:Jackson Municipal,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MJX:Toms River/R J Miller,199510,Present,1,NJ,Yes,F,WRI,ZNY,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MKA:Miller Municipal,------,Present,C,SD,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MKC:Kansas City Downtown,201108,Present,3,MO,Yes,E,MCI,ZKC,2,5,D,240,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
MKE:Milwaukee/Gen Mitchell Int,200310,Present,C,WI,No,B,MKE,ZAU,4,9,C,240,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MKG:Muskegon County,201905,Present,C,MI,No,B,AZO,ZAU,3,6,T,170,No,No,Yes,Yes,No,No,No,No,(7) Towers with Radar
MKJ:Marion/Wytheville,199210,Present,1,VA,No,F,ZTL,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MKK:Kaunakakai/Molokai,201302,Present,4,HI,Yes,G,ZHN,HCF,0,13,D,125,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MKL:Jackson/McKellar-Sipes Rgn,202002,Present,7,TN,Yes,G,ZME,ZME,0,0,D,120,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MKO:Muskogee,------,Present,2,OK,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MKT:Mankato,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MKY:Marco Island,------,Present,7,FL,Yes,F,RSW,ZMA,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLB:Melbourne International,201302,Present,7,FL,Yes,G,F11,ZMA,0,13,D,180,No,No,Yes,Yes,No,Yes,No,No,(11) Federal Contract Tower
MLC:Mcalester,------,Present,2,OK,No,F,ZFW,ZFW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLD:Malad City,------,Present,S,ID,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLE:Omaha Millard,198710,Present,3,NE,Yes,F,R90,ZAU,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLF:Milford Municipal,------,Present,S,UT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLI:Moline/Quad City Int`l,201006,Present,C,IL,No,B,MLI,ZAU,3,6,C,170,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MLJ:Milledgeville/Baldwin Cnty,199704,Present,7,GA,Yes,F,M87,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLS:Miles City,------,Present,S,MT,No,F,ZLC,ZLC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLT:Millinocket Municipal,199610,Present,E,ME,No,F,ZBW,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MLU:Monroe Regional,200903,Present,2,LA,No,B,MLU,ZFW,3,6,T,160,No,No,Yes,Yes,No,Yes,Yes,No,(3) Combined TRACON & Tower with Radar
MMI:Athens McMinn County,------,Present,7,TN,Yes,F,TYS,ZTL,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MMK:Meriden/Markham Muni,198802,Present,E,CT,Yes,F,Y90,ZBW,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MML:Marshall Muni Ryan Field,------,Present,C,MN,No,F,ZMP,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MMS:Marks Riverside,202002,Present,7,MS,No,F,ZME,ZME,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MMT:Columbia McEntire ANGS,201302,Present,7,SC,No,F,SSC,ZJX,,13,,150,Yes,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MMU:Morristown Tower,201309,Present,1,NJ,Yes,E,N90,ZNY,2,5,D,158,No,No,Yes,Yes,No,Yes,No,No,(7) Towers with Radar
MMV:McMinnville Municipal,------,Present,S,OR,Yes,F,P80,ZSE,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MN33:Duluth/St Marys Hosp Hlprt,199909,Present,C,MN,Yes,F,DLH,ZMP,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MNF:Mountain View,------,Present,3,MO,No,F,ZKC,ZKC,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
MNI:Manning/Clarendon County,------,Present,7,SC,Yes,F,SSC,ZJX,,,,,No,No,No,Yes,No,No,No,No,(12) Non-FAA Facility
